LABEL,TRACK_INDEX,TRACK_ID,NUMBER_SPOTS,NUMBER_GAPS,NUMBER_SPLITS,NUMBER_MERGES,NUMBER_COMPLEX,LONGEST_GAP,TRACK_DURATION,TRACK_START,TRACK_STOP,TRACK_DISPLACEMENT,TRACK_X_LOCATION,TRACK_Y_LOCATION,TRACK_Z_LOCATION,TRACK_MEAN_SPEED,TRACK_MAX_SPEED,TRACK_MIN_SPEED,TRACK_MEDIAN_SPEED,TRACK_STD_SPEED,TRACK_MEAN_QUALITY,TOTAL_DISTANCE_TRAVELED,MAX_DISTANCE_TRAVELED,CONFINEMENT_RATIO,MEAN_STRAIGHT_LINE_SPEED,LINEARITY_OF_FORWARD_PROGRESSION,MEAN_DIRECTIONAL_CHANGE_RATE
Track_7460,74,74,11,2,0,0,0,1,12,1,13,14.66035059,155.6844241,157.4782056,0,2.497987795,5.436191424,0.923077835,1.92758634,1.580991998,14.62453426,28.18883683,14.66035059,0.520076464,1.221695882,0.489071998,1.632606384
Track_7463,77,77,28,3,0,0,0,1,30,0,30,36.30363064,260.9286856,160.097699,0,2.389219762,3.843496713,0.970620415,2.313242605,0.732184092,23.26962851,72.06637366,38.09141887,0.503752705,1.210121021,0.506492136,1.063949787
Track_7466,80,80,24,1,0,0,0,1,24,0,24,35.99027948,349.2273427,162.4975925,0,2.818453733,5.200074146,0.449248053,2.70677774,1.206965043,25.19802847,67.93820184,35.99027948,0.529750251,1.499594978,0.532063011,1.016674705
Track_7467,81,81,16,2,0,0,0,1,17,0,17,18.24338407,111.7595265,154.4816941,0,2.00516556,2.993933653,0.58375592,2.263813922,0.729009985,29.98017046,35.25685879,18.54607316,0.517442129,1.07314024,0.535187847,0.974349983
Track_7470,84,84,18,1,0,0,0,1,18,0,18,16.09618315,427.0910012,159.4237855,0,2.203588593,4.478646816,0.403461927,2.516304854,1.122767859,27.29876113,40.93696126,18.6085816,0.393194381,0.894232397,0.405807327,1.346736091
Track_7474,88,88,12,0,0,0,0,0,11,0,11,13.14114128,37.85464827,162.6815438,0,2.103083482,4.00739953,0.675540197,1.907709457,1.186561288,33.13213015,23.1339183,14.29835125,0.568046498,1.194649208,0.568046498,1.183673496
Track_7480,94,94,17,0,0,0,0,0,16,0,16,14.20826463,341.6330383,159.0925279,0,2.263997313,4.287043903,0.494181508,2.174368123,1.193366629,37.89385324,36.223957,16.19767717,0.392233919,0.888016539,0.392233919,1.715186555
Track_7484,98,98,16,0,0,0,0,0,15,0,15,26.49006643,412.6816772,167.3303514,0,2.628470199,3.95105913,0.863581574,2.745428375,1.022087137,44.15648252,39.42705299,27.62331514,0.671875385,1.766004428,0.671875385,0.873241105
Track_7485,99,99,9,0,0,0,0,0,8,1,9,13.79914115,18.69857831,172.2427365,0,2.895344136,5.804920196,0.36065044,3.08061168,1.716291555,21.87024721,23.16275309,13.79914115,0.595747021,1.724892644,0.595747021,1.289556935
Track_7493,107,107,38,2,0,0,0,1,39,0,39,40.30312672,236.7074234,168.0170707,0,2.032411652,3.670973792,0.427521413,1.871074122,0.864590925,34.04548525,81.52627422,40.30312672,0.49435752,1.033413506,0.508466631,1.511638498
Track_7495,109,109,12,1,0,0,0,1,12,0,12,19.74348281,195.0231755,173.6995696,0,2.252152821,4.457359948,0.344576916,2.145182539,1.206520141,23.1191361,26.5641334,19.74348281,0.743238355,1.645290234,0.730541115,1.286866311
Track_7496,110,110,22,2,0,0,0,1,23,0,23,32.70942233,384.0579954,172.6543506,0,2.280317048,4.140605612,0.412091623,2.272966471,1.013495871,25.05505649,52.98534499,32.70942233,0.617329609,1.422148797,0.623662748,1.256040418
Track_7498,112,112,69,3,0,0,0,1,71,0,71,64.58315017,213.5527051,178.9781321,0,2.437163848,5.926972539,0.174183959,2.64345226,1.002120263,33.08305362,170.5313193,66.05988948,0.378717238,0.909621833,0.37322966,1.22867808
